Pickup Branch,Post code,Post office name,Commune EN,Commune Khmer,Phone,Phone Number,Main Branch Phone,Branch Code,Branch EN,Branch Khmer,Category,Post office level,Type,Status,Latitude,Longitude,Search Text
BANA001,BANA001,Chamnaom,Chamnaom,Chamnaom,0716111197,0716111197,0316000285,BANP001,Banteay Meanchey,Banteay Meanchey,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,13.437565,102.934632,BANA001 | Chamnaom | Chamnaom | 0716111197 | BANP001 | Banteay Meanchey | Banteay Meanchey | Agent
CHAA012,CHAA012,Khvet Thum,Khvet Thum,Khvet Thum,0976561888,0976561888,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.059258,105.211236,CHAA012 | Khvet Thum | Khvet Thum | 0976561888 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA013,CHAA013,Chealea,Chealea,Chealea,0977713334,0977713334,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.9945,104.9433,CHAA013 | Chealea | Chealea | 0977713334 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA014,CHAA014,Batheay,Batheay,Batheay,0716363168,0716363168,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.027384,104.962943,CHAA014 | Batheay | Batheay | 0716363168 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA015,CHAA015,Soutib,Soutib,Soutib,0979431314,0979431314,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.05615,105.074797,CHAA015 | Soutib | Soutib | 0979431314 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA016,CHAA016,Veal Vung,Veal Vung,Veal Vung,0718010101,0718010101,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.979458,105.458557,CHAA016 | Veal Vung | Veal Vung | 0718010101 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA017,CHAA017,Areak Tnaot,Areak Tnaot,Areak Tnaot,0973399000,0973399000,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.362246,105.587401,CHAA017 | Areak Tnaot | Areak Tnaot | 0973399000 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA018,CHAA018,Kampong Cham,Kampong Cham,Kampong Cham,0974128678,0974128678,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.991004,105.466677,CHAA018 | Kampong Cham | Kampong Cham | 0974128678 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA019,CHAA019,Roka Koy,Roka Koy,Roka Koy,0977644227,0977644227,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.9412,105.3009,CHAA019 | Roka Koy | Roka Koy | 0977644227 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA020,CHAA020,Hanchey,Hanchey,Hanchey,0713333612,0713333612,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.1363,105.5264,CHAA020 | Hanchey | Hanchey | 0713333612 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA021,CHAA021,Svay Pou,Svay Pou,Svay Pou,068536475,068536475,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.780832,105.081073,CHAA021 | Svay Pou | Svay Pou | 068536475 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA022,CHAA022,Preak Kak,Preak Kak,Preak Kak,0888855293,0888855293,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.258039,105.533665,CHAA022 | Preak Kak | Preak Kak | 0888855293 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA023,CHAA023,Preak Rumdeng,Preak Rumdeng,Preak Rumdeng,0884421662,0884421662,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.9178,105.23044,CHAA023 | Preak Rumdeng | Preak Rumdeng | 0884421662 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA024,CHAA024,Tumnob,Tumnob,Tumnob,090999000,090999000,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.080426,104.975446,CHAA024 | Tumnob | Tumnob | 090999000 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAA025,CHAA025,Lom Hae,Lom Hae,Lom Hae,0977865168,0977865168,067981954,CHAP001,Kampong Cham,Kampong Cham,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.992734,105.451041,CHAA025 | Lom Hae | Lom Hae | 0977865168 | CHAP001 | Kampong Cham | Kampong Cham | Agent
CHAP001,CHAP001,Kampong Cham,Kampong Cham,Kampong Cham,0979026168,0979026168,067981954,CHAP001,Kampong Cham,Kampong Cham,Post Office,Post Office,Post office,In effect,11.989084,105.462284,CHAP001 | Kampong Cham | Kampong Cham | 0979026168 | CHAP001 | Kampong Cham | Kampong Cham | Post Office
CHAS001,CHAS001,Veal Vung,Veal Vung,Veal Vung,0884531122,0884531122,067981954,CHAP001,Kampong Cham,Kampong Cham,Showroom,Showroom,Post office,In effect,11.989346,105.458567,CHAS001 | Veal Vung | Veal Vung | 0884531122 | CHAP001 | Kampong Cham | Kampong Cham | Showroom
CHAS002,CHAS002,Preak Kak,Preak Kak,Preak Kak,0718040003,0718040003,067981954,CHAP001,Kampong Cham,Kampong Cham,Showroom,Showroom,Post office,In effect,12.255298,105.539182,CHAS002 | Preak Kak | Preak Kak | 0718040003 | CHAP001 | Kampong Cham | Kampong Cham | Showroom
CHAS003,CHAS003,Soutib,Soutib,Soutib,0977310368,0977310368,067981954,CHAP001,Kampong Cham,Kampong Cham,Showroom,Showroom,Post office,In effect,12.053318,105.056898,CHAS003 | Soutib | Soutib | 0977310368 | CHAP001 | Kampong Cham | Kampong Cham | Showroom
CHAS004,CHAS004,Chrey Vien,Chrey Vien,Chrey Vien,060958251,060958251,067981954,CHAP001,Kampong Cham,Kampong Cham,Showroom,Showroom,Post office,In effect,12.057873,105.247003,CHAS004 | Chrey Vien | Chrey Vien | 060958251 | CHAP001 | Kampong Cham | Kampong Cham | Showroom
CHAS005,CHAS005,Svay Teab,Svay Teab,Svay Teab,0978122251,0978122251,067981954,CHAP001,Kampong Cham,Kampong Cham,Showroom,Showroom,Post office,In effect,12.3140397,105.2777613,CHAS005 | Svay Teab | Svay Teab | 0978122251 | CHAP001 | Kampong Cham | Kampong Cham | Showroom
CHHA001,CHHA001,Ou Ruessei 01,Ou Ruessei 01,Ou Ruessei 01,0979256868,0979256868,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.939555,104.714322,CHHA001 | Ou Ruessei 01 | Ou Ruessei 01 | 0979256868 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA002,CHHA002,Pongro,Pongro,Pongro,0882356429,0882356429,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.257837,104.660942,CHHA002 | Pongro | Pongro | 0882356429 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA003,CHHA003,Ou Ruessei 02,Ou Ruessei 02,Ou Ruessei 02,068519717,068519717,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.9517,104.7185,CHHA003 | Ou Ruessei 02 | Ou Ruessei 02 | 068519717 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA004,CHHA004,Saeb,Saeb,Saeb,0974989014,0974989014,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.0705,104.773,CHHA004 | Saeb | Saeb | 0974989014 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA005,CHHA005,Peani,Peani,Peani,0885871084,0885871084,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.9234,104.7013,CHHA005 | Peani | Peani | 0885871084 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA006,CHHA006,Ta Ches,Ta Ches,Ta Ches,0314443535,0314443535,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.236991,104.669291,CHHA006 | Ta Ches | Ta Ches | 0314443535 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA007,CHHA007,Prey Kri 01,Prey Kri 01,Prey Kri 01,0715975858,0715975858,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.164788,104.881038,CHHA007 | Prey Kri 01 | Prey Kri 01 | 0715975858 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA008,CHHA008,Peam Chhkaok,Peam Chhkaok,Peam Chhkaok,0718431010,0718431010,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.207648,104.816967,CHHA008 | Peam Chhkaok | Peam Chhkaok | 0718431010 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA009,CHHA009,Krang Skear,Krang Skear,Krang Skear,0712847871,0712847871,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.238376,104.278047,CHHA009 | Krang Skear | Krang Skear | 0712847871 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA010,CHHA010,Chhnok Tru,Chhnok Tru,Chhnok Tru,0883322881,0883322881,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.50071,104.4547,CHHA010 | Chhnok Tru | Chhnok Tru | 0883322881 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA011,CHHA011,Svay Chrum,Svay Chrum,Svay Chrum,0716555440,0716555440,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.279551,104.591655,CHHA011 | Svay Chrum | Svay Chrum | 0716555440 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA012,CHHA012,Trangel,Trangel,Trangel,0718488815,0718488815,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.2854,104.729588,CHHA012 | Trangel | Trangel | 0718488815 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA013,CHHA013,Phsar,Phsar,Phsar,0979474183,0979474183,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.381489,104.487486,CHHA013 | Phsar | Phsar | 0979474183 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA014,CHHA014,Krang Leav,Krang Leav,Krang Leav,0979588987,0979588987,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.26828,104.610975,CHHA014 | Krang Leav | Krang Leav | 0979588987 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA015,CHHA015,Chrey Bak,Chrey Bak,Chrey Bak,0883444423,0883444423,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.198668,104.653831,CHHA015 | Chrey Bak | Chrey Bak | 0883444423 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA016,CHHA016,Chieb,Chieb,Chieb,090649635,090649635,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.257837,104.660942,CHHA016 | Chieb | Chieb | 090649635 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA017,CHHA017,Prey Kri 02,Prey Kri 02,Prey Kri 02,0975686565,0975686565,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.257837,104.660942,CHHA017 | Prey Kri 02 | Prey Kri 02 | 0975686565 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA018,CHHA018,Rolea B'ier,Rolea B'ier,Rolea B'ier,067334452,067334452,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.236872,104.669272,CHHA018 | Rolea B'ier | Rolea B'ier | 067334452 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA019,CHHA019,Kampong Chhnang,Kampong Chhnang,Kampong Chhnang,0977267266,0977267266,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.246661,104.671258,CHHA019 | Kampong Chhnang | Kampong Chhnang | 0977267266 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA020,CHHA020,Krang Lvea,Krang Lvea,Krang Lvea,0887676940,0887676940,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.973961,104.561273,CHHA020 | Krang Lvea | Krang Lvea | 0887676940 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA021,CHHA021,Lungveaek,Lungveaek,Lungveaek,0889988927,0889988927,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.889892,104.708955,CHHA021 | Lungveaek | Lungveaek | 0889988927 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA022,CHHA022,B'er,B'er,B'er,0314892168,0314892168,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.257863,104.660945,CHHA022 | B'er | B'er | 0314892168 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA023,CHHA023,Rolea Bier,Rolea Bier,Rolea Bier,0976688782,0976688782,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,12.166712,104.66471,CHHA023 | Rolea Bier | Rolea Bier | 0976688782 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHA024,CHHA024,Phsar Trach,Phsar Trach,Phsar Trach,0974446307,0974446307,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,11.840042,104.716812,CHHA024 | Phsar Trach | Phsar Trach | 0974446307 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Agent
CHHP001,CHHP001,Kampong Chhnang,Kampong Chhnang,Kampong Chhnang,0978887079,0978887079,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Post Office,Post Office,Post office,In effect,12.259851,104.67255,CHHP001 | Kampong Chhnang | Kampong Chhnang | 0978887079 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Post Office
CHHS001,CHHS001,Kampong Chhnang,Kampong Chhnang,Kampong Chhnang,0882464009,0882464009,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Showroom,Showroom,Post office,In effect,12.2529466,104.6681428,CHHS001 | Kampong Chhnang | Kampong Chhnang | 0882464009 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Showroom
CHHS002,CHHS002,Peani,Peani,Peani,0978887079,0978887079,0978887079,CHHP001,Kampong Chhnang,Kampong Chhnang,Showroom,Showroom,Post office,In effect,11.9371944,104.7135,CHHS002 | Peani | Peani | 0978887079 | CHHP001 | Kampong Chhnang | Kampong Chhnang | Showroom
KAMTEST01,KAMTEST01,Ankor Chey,Ankor Chey,Ankor Chey,,,0979758982,CNCNTT,Công nghệ thông tin,Công nghệ thông tin,Post Office,Post Office,Post office,Out of effect,,,KAMTEST01 | Ankor Chey | Ankor Chey | CNCNTT | Công nghệ thông tin | Công nghệ thông tin | Post Office
KAMA001,KAMA001,Banteay Meas Khang Kaeut,Banteay Meas Khang Kaeut,Banteay Meas Khang Kaeut,0712030403,0712030403,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.646252,104.655786,KAMA001 | Banteay Meas Khang Kaeut | Banteay Meas Khang Kaeut | 0712030403 | KAMP001 | Kampot | Kampot | Agent
KAMA002,KAMA002,Tnoat Chong Srang,Tnoat Chong Srang,Tnoat Chong Srang,0885966105,0885966105,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.590003,104.690418,KAMA002 | Tnoat Chong Srang | Tnoat Chong Srang | 0885966105 | KAMP001 | Kampot | Kampot | Agent
KAMA003,KAMA003,Preaek Kroes,Preaek Kroes,Preaek Kroes,0974442111,0974442111,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.540408,104.580345,KAMA003 | Preaek Kroes | Preaek Kroes | 0974442111 | KAMP001 | Kampot | Kampot | Agent
KAMA005,KAMA005,Chhuk 01,Chhuk 01,Chhuk 01,060925556,060925556,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.766813,104.495433,KAMA005 | Chhuk 01 | Chhuk 01 | 060925556 | KAMP001 | Kampot | Kampot | Agent
KAMA006,KAMA006,KEP,KEP,KEP,067872737,067872737,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,105.59244,104.3895,KAMA006 | KEP | KEP | 067872737 | KAMP001 | Kampot | Kampot | Agent
KAMA007,KAMA007,Phnum Kong,Phnum Kong,Phnum Kong,090855599,090855599,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.774704,104.663157,KAMA007 | Phnum Kong | Phnum Kong | 090855599 | KAMP001 | Kampot | Kampot | Agent
KAMA008,KAMA008,Lbaeuk,Lbaeuk,Lbaeuk,0979907211,0979907211,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.826849,104.372241,KAMA008 | Lbaeuk | Lbaeuk | 0979907211 | KAMP001 | Kampot | Kampot | Agent
KAMA009,KAMA009,Dang Tung 01,Dang Tung 01,Dang Tung 01,0719709797,0719709797,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.769814,104.373538,KAMA009 | Dang Tung 01 | Dang Tung 01 | 0719709797 | KAMP001 | Kampot | Kampot | Agent
KAMA010,KAMA010,Koun Sat,Koun Sat,Koun Sat,0973398687,0973398687,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.601968,104.279321,KAMA010 | Koun Sat | Koun Sat | 0973398687 | KAMP001 | Kampot | Kampot | Agent
KAMA011,KAMA011,Chhuk 02,Chhuk 02,Chhuk 02,0888884413,0888884413,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.833158,104.450881,KAMA011 | Chhuk 02 | Chhuk 02 | 0888884413 | KAMP001 | Kampot | Kampot | Agent
KAMA012,KAMA012,Kaoh Touch,Kaoh Touch,Kaoh Touch,0977336660,0977336660,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.559037,104.083316,KAMA012 | Kaoh Touch | Kaoh Touch | 0977336660 | KAMP001 | Kampot | Kampot | Agent
KAMA013,KAMA013,Trapeang Reang,Trapeang Reang,Trapeang Reang,0718084499,0718084499,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.922155,104.423925,KAMA013 | Trapeang Reang | Trapeang Reang | 0718084499 | KAMP001 | Kampot | Kampot | Agent
KAMA014,KAMA014,Dang Tung 02,Dang Tung 02,Dang Tung 02,066647864,066647864,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.70057,104.44922,KAMA014 | Dang Tung 02 | Dang Tung 02 | 066647864 | KAMP001 | Kampot | Kampot | Agent
KAMA015,KAMA015,Preaek Tnaot 01,Preaek Tnaot 01,Preaek Tnaot 01,0978107007,0978107007,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.578851,103.993994,KAMA015 | Preaek Tnaot 01 | Preaek Tnaot 01 | 0978107007 | KAMP001 | Kampot | Kampot | Agent
KAMA016,KAMA016,Prey Thnang,Prey Thnang,Prey Thnang,0883230032,0883230032,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.69138,104.253991,KAMA016 | Prey Thnang | Prey Thnang | 0883230032 | KAMP001 | Kampot | Kampot | Agent
KAMA017,KAMA017,Trapeang Sangkae,Trapeang Sangkae,Trapeang Sangkae,066365170,066365170,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.592727,104.247785,KAMA017 | Trapeang Sangkae | Trapeang Sangkae | 066365170 | KAMP001 | Kampot | Kampot | Agent
KAMA018,KAMA018,Kampong Kandal,Kampong Kandal,Kampong Kandal,0715506622,0715506622,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.603561,104.186762,KAMA018 | Kampong Kandal | Kampong Kandal | 0715506622 | KAMP001 | Kampot | Kampot | Agent
KAMA019,KAMA019,Ruessei Srok Khang Lech 01,Ruessei Srok Khang Lech 01,Ruessei Srok Khang Lech 01,0974815105,0974815105,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.432794,104.448912,KAMA019 | Ruessei Srok Khang Lech 01 | Ruessei Srok Khang Lech 01 | 0974815105 | KAMP001 | Kampot | Kampot | Agent
KAMA020,KAMA020,Kampong Trach Khang Kaeut,Kampong Trach Khang Kaeut,Kampong Trach Khang Kaeut,0976993636,0976993636,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.558688,104.467121,KAMA020 | Kampong Trach Khang Kaeut | Kampong Trach Khang Kaeut | 0976993636 | KAMP001 | Kampot | Kampot | Agent
KAMA021,KAMA021,Trapeang Sala Khang Kaeut,Trapeang Sala Khang Kaeut,Trapeang Sala Khang Kaeut,068470026,068470026,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.705028,104.620335,KAMA021 | Trapeang Sala Khang Kaeut | Trapeang Sala Khang Kaeut | 068470026 | KAMP001 | Kampot | Kampot | Agent
KAMA022,KAMA022,Praphnum,Praphnum,Praphnum,0977833168,0977833168,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.839616,104.650137,KAMA022 | Praphnum | Praphnum | 0977833168 | KAMP001 | Kampot | Kampot | Agent
KAMA023,KAMA023,Ruessei Srok Khang Lech 02,Ruessei Srok Khang Lech 02,Ruessei Srok Khang Lech 02,0886242006,0886242006,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.491692,104.457715,KAMA023 | Ruessei Srok Khang Lech 02 | Ruessei Srok Khang Lech 02 | 0886242006 | KAMP001 | Kampot | Kampot | Agent
KAMA024,KAMA024,Ang Sophi,Ang Sophi,Ang Sophi,0714236423,0714236423,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.55492,104.499998,KAMA024 | Ang Sophi | Ang Sophi | 0714236423 | KAMP001 | Kampot | Kampot | Agent
KAMA025,KAMA025,Damnak Kantuot Khang Cheung,Damnak Kantuot Khang Cheung,Damnak Kantuot Khang Cheung,0883872671,0883872671,0979758982,KAMP001,Kampot,Kampot,Agent,Agent,Authorized Dealer/ Authorized Agent,In effect,10.616107,104.451051,KAMA025 | Damnak Kantuot Khang Cheung | Damnak Kantuot Khang Cheung | 0883872671 | KAMP001 | Kampot | Kampot | Agent
